No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,day_of_week,season,PM25_Category
10268,2014,5,2,19,10.0,17.0,2.0,3.0,200.0,101.0,17.0,1008.4,-0.3,0.0,WNW,1.8,Dingling,2014-05-02 19:00:00,4,Spring,Good
10269,2014,5,2,20,5.0,32.0,2.0,9.0,200.0,87.0,17.0,1008.9,0.2,0.0,WSW,1.8,Dingling,2014-05-02 20:00:00,4,Spring,Good
10270,2014,5,2,21,9.0,10.0,2.0,11.0,200.0,81.0,16.3,1008.8,0.0,0.0,SE,1.1,Dingling,2014-05-02 21:00:00,4,Spring,Good
10271,2014,5,2,22,9.0,13.0,3.0,10.0,200.0,81.0,13.4,1008.9,0.7,0.0,WNW,0.9,Dingling,2014-05-02 22:00:00,4,Spring,Good
10272,2014,5,2,23,10.0,19.0,4.0,13.0,200.0,70.0,12.6,1008.4,1.0,0.0,N,1.1,Dingling,2014-05-02 23:00:00,4,Spring,Good
10273,2014,5,3,0,17.0,31.0,2.0,16.0,200.0,54.0,11.9,1008.0,0.6,0.0,N,1.0,Dingling,2014-05-03 00:00:00,5,Spring,Good
10274,2014,5,3,1,12.0,15.0,2.0,15.0,200.0,51.0,11.2,1007.4,0.6,0.0,ESE,1.4,Dingling,2014-05-03 01:00:00,5,Spring,Good
10275,2014,5,3,2,11.0,5.0,2.0,8.0,200.0,62.0,10.2,1006.8,0.5,0.0,N,2.3,Dingling,2014-05-03 02:00:00,5,Spring,Good
10276,2014,5,3,3,8.0,17.0,2.0,9.0,200.0,59.0,9.3,1006.2,0.7,0.0,NNW,1.5,Dingling,2014-05-03 03:00:00,5,Spring,Good
10277,2014,5,3,4,6.0,12.0,2.0,9.0,200.0,55.0,9.1,1005.8,0.5,0.0,NNW,0.9,Dingling,2014-05-03 04:00:00,5,Spring,Good
10278,2014,5,3,5,9.0,5.0,2.0,7.0,200.0,54.0,8.6,1005.7,0.8,0.0,NNW,1.6,Dingling,2014-05-03 05:00:00,5,Spring,Good
10279,2014,5,3,6,3.0,10.0,2.0,9.0,200.0,50.0,9.8,1005.2,1.4,0.0,NW,1.0,Dingling,2014-05-03 06:00:00,5,Spring,Good
10280,2014,5,3,7,11.0,27.0,2.0,15.0,200.0,42.0,13.1,1004.5,1.1,0.0,NW,1.0,Dingling,2014-05-03 07:00:00,5,Spring,Good
10281,2014,5,3,8,9.0,14.0,2.0,11.0,200.0,55.0,16.5,1003.2,1.7,0.0,E,1.3,Dingling,2014-05-03 08:00:00,5,Spring,Good
10282,2014,5,3,9,22.0,36.0,2.0,25.0,300.0,53.0,18.0,1001.9,2.7,0.0,SSE,1.9,Dingling,2014-05-03 09:00:00,5,Spring,Good
10283,2014,5,3,10,25.0,47.0,3.0,29.0,300.0,55.0,19.3,1000.4,2.6,0.0,E,2.3,Dingling,2014-05-03 10:00:00,5,Spring,Good
10284,2014,5,3,11,34.0,35.0,6.0,32.0,400.0,66.0,21.2,997.7,2.4,0.0,E,2.0,Dingling,2014-05-03 11:00:00,5,Spring,Good
10285,2014,5,3,12,48.0,61.0,8.0,50.0,500.0,75.0,19.6,999.1,2.4,0.0,W,5.2,Dingling,2014-05-03 12:00:00,5,Spring,Moderate
10286,2014,5,3,13,60.0,60.0,8.0,66.0,500.0,58.0,22.2,999.4,0.1,0.0,W,4.8,Dingling,2014-05-03 13:00:00,5,Spring,Moderate
10287,2014,5,3,14,32.0,14.0,9.0,23.0,300.0,94.0,22.5,999.5,-5.5,0.0,W,5.3,Dingling,2014-05-03 14:00:00,5,Spring,Good
10288,2014,5,3,15,23.0,5.0,6.0,5.0,200.0,103.0,22.2,999.8,-9.7,0.0,W,5.2,Dingling,2014-05-03 15:00:00,5,Spring,Good
10289,2014,5,3,16,25.0,25.0,2.0,3.0,200.0,109.0,21.4,1000.6,-11.5,0.0,WNW,4.3,Dingling,2014-05-03 16:00:00,5,Spring,Good
10290,2014,5,3,17,21.0,58.0,2.0,2.0,100.0,105.0,19.2,1002.1,-10.9,0.0,WNW,5.7,Dingling,2014-05-03 17:00:00,5,Spring,Good
10291,2014,5,3,18,31.0,232.0,2.0,2.0,100.0,100.0,17.2,1004.3,-10.6,0.0,WNW,6.3,Dingling,2014-05-03 18:00:00,5,Spring,Good
10292,2014,5,3,19,26.0,141.0,2.0,2.0,100.0,93.0,15.5,1005.9,-6.8,0.0,NW,6.1,Dingling,2014-05-03 19:00:00,5,Spring,Good
10293,2014,5,3,20,18.0,108.0,2.0,2.0,100.0,89.0,14.1,1007.6,-9.2,0.0,WNW,6.0,Dingling,2014-05-03 20:00:00,5,Spring,Good
10294,2014,5,3,21,11.0,61.0,2.0,2.0,100.0,90.0,13.1,1008.3,-7.6,0.0,WNW,5.5,Dingling,2014-05-03 21:00:00,5,Spring,Good
10295,2014,5,3,22,20.0,76.0,2.0,2.0,100.0,90.0,12.5,1008.6,-6.5,0.0,WNW,3.6,Dingling,2014-05-03 22:00:00,5,Spring,Good
10296,2014,5,3,23,23.0,84.0,2.0,2.0,200.0,85.0,11.7,1009.1,-6.7,0.0,WNW,4.9,Dingling,2014-05-03 23:00:00,5,Spring,Good
10297,2014,5,4,0,17.0,34.0,2.0,2.0,200.0,85.0,10.7,1009.2,-7.1,0.0,NNW,3.4,Dingling,2014-05-04 00:00:00,6,Spring,Good
10298,2014,5,4,1,23.0,8.0,2.0,2.0,100.0,88.0,10.2,1009.2,-9.5,0.0,NNW,2.0,Dingling,2014-05-04 01:00:00,6,Spring,Good
10299,2014,5,4,2,26.0,5.0,2.0,2.0,200.0,88.0,9.7,1008.8,-7.1,0.0,W,1.6,Dingling,2014-05-04 02:00:00,6,Spring,Good
10300,2014,5,4,3,25.0,6.0,2.0,2.0,200.0,87.0,9.4,1008.4,-6.9,0.0,W,4.9,Dingling,2014-05-04 03:00:00,6,Spring,Good
10301,2014,5,4,4,26.0,35.0,2.0,3.0,200.0,83.0,9.2,1008.2,-7.1,0.0,WNW,6.2,Dingling,2014-05-04 04:00:00,6,Spring,Good
10302,2014,5,4,5,29.0,19.0,2.0,4.0,200.0,80.0,9.6,1008.4,-8.1,0.0,W,4.2,Dingling,2014-05-04 05:00:00,6,Spring,Good
10303,2014,5,4,6,29.0,17.0,3.0,3.0,300.0,80.0,10.9,1008.6,-8.4,0.0,W,4.2,Dingling,2014-05-04 06:00:00,6,Spring,Good
10304,2014,5,4,7,35.0,25.0,4.0,3.0,300.0,80.0,12.7,1008.6,-12.5,0.0,NNW,3.2,Dingling,2014-05-04 07:00:00,6,Spring,Good
10305,2014,5,4,8,27.0,21.0,6.0,3.0,300.0,81.0,14.0,1008.9,-17.2,0.0,NNW,6.6,Dingling,2014-05-04 08:00:00,6,Spring,Good
10306,2014,5,4,9,14.0,5.0,2.0,2.0,200.0,87.0,14.5,1008.5,-16.8,0.0,NNW,8.6,Dingling,2014-05-04 09:00:00,6,Spring,Good
10307,2014,5,4,10,18.0,75.0,2.0,2.0,200.0,91.0,15.6,1008.6,-16.0,0.0,NW,4.9,Dingling,2014-05-04 10:00:00,6,Spring,Good
10308,2014,5,4,11,16.0,68.0,2.0,2.0,200.0,91.0,16.2,1008.3,-16.8,0.0,N,8.3,Dingling,2014-05-04 11:00:00,6,Spring,Good
10309,2014,5,4,12,20.0,44.0,2.0,2.0,200.0,93.0,16.6,1008.4,-14.1,0.0,NNW,5.9,Dingling,2014-05-04 12:00:00,6,Spring,Good
10310,2014,5,4,13,20.0,73.0,2.0,2.0,200.0,92.0,17.2,1008.2,-14.8,0.0,NNW,7.0,Dingling,2014-05-04 13:00:00,6,Spring,Good
10311,2014,5,4,14,15.0,61.0,2.0,2.0,200.0,92.0,17.2,1008.3,-12.5,0.0,NNW,5.3,Dingling,2014-05-04 14:00:00,6,Spring,Good
10312,2014,5,4,15,12.0,31.0,2.0,2.0,200.0,91.0,16.2,1008.1,-14.4,0.0,NNW,3.8,Dingling,2014-05-04 15:00:00,6,Spring,Good
10313,2014,5,4,16,15.0,17.0,2.0,2.0,200.0,91.0,17.2,1008.4,-13.6,0.0,NW,5.0,Dingling,2014-05-04 16:00:00,6,Spring,Good
10314,2014,5,4,17,10.0,25.0,2.0,2.0,200.0,91.0,16.2,1008.3,-11.4,0.0,WNW,3.7,Dingling,2014-05-04 17:00:00,6,Spring,Good
10315,2014,5,4,18,12.0,22.0,2.0,2.0,200.0,90.0,14.9,1008.6,-10.7,0.0,NE,2.0,Dingling,2014-05-04 18:00:00,6,Spring,Good
10316,2014,5,4,19,14.0,43.0,2.0,2.0,200.0,88.0,14.1,1009.0,-10.6,0.0,NNE,1.3,Dingling,2014-05-04 19:00:00,6,Spring,Good
10317,2014,5,4,20,15.0,43.0,2.0,2.0,100.0,78.0,11.7,1009.7,-8.8,0.0,NNE,0.8,Dingling,2014-05-04 20:00:00,6,Spring,Good
10318,2014,5,4,21,16.0,51.0,2.0,4.0,200.0,62.0,11.1,1009.8,-8.2,0.0,ENE,1.3,Dingling,2014-05-04 21:00:00,6,Spring,Good
10319,2014,5,4,22,12.0,47.0,2.0,11.0,200.0,47.0,8.7,1010.0,-7.5,0.0,NNW,2.0,Dingling,2014-05-04 22:00:00,6,Spring,Good
10320,2014,5,4,23,14.0,30.0,2.0,13.0,200.0,40.0,9.2,1009.8,-9.3,0.0,N,1.1,Dingling,2014-05-04 23:00:00,6,Spring,Good
10321,2014,5,5,0,16.0,10.0,2.0,10.0,200.0,46.0,9.9,1009.5,-9.8,0.0,N,1.7,Dingling,2014-05-05 00:00:00,0,Spring,Good
10322,2014,5,5,1,8.0,22.0,2.0,9.0,100.0,52.0,10.3,1009.2,-10.0,0.0,N,1.6,Dingling,2014-05-05 01:00:00,0,Spring,Good
10323,2014,5,5,2,11.0,18.0,2.0,4.0,100.0,56.0,8.0,1009.4,-8.1,0.0,NNW,1.0,Dingling,2014-05-05 02:00:00,0,Spring,Good
10324,2014,5,5,3,15.0,18.0,2.0,6.0,100.0,57.0,9.4,1009.5,-8.2,0.0,NW,1.0,Dingling,2014-05-05 03:00:00,0,Spring,Good
10325,2014,5,5,4,13.0,24.5,2.0,5.333333333333333,100.0,55.0,7.9,1010.0,-6.3,0.0,N,0.8,Dingling,2014-05-05 04:00:00,0,Spring,Good
10326,2014,5,5,5,11.0,31.0,2.0,4.666666666666667,100.0,53.0,7.6,1010.6,-5.8,0.0,SE,0.7,Dingling,2014-05-05 05:00:00,0,Spring,Good
10327,2014,5,5,6,4.0,7.0,2.0,4.0,100.0,76.0,10.8,1011.1,-4.9,0.0,SSE,0.5,Dingling,2014-05-05 06:00:00,0,Spring,Good
10328,2014,5,5,7,9.0,23.0,2.0,11.0,100.0,66.0,13.4,1011.3,-12.0,0.0,N,1.7,Dingling,2014-05-05 07:00:00,0,Spring,Good
10329,2014,5,5,8,10.0,5.0,2.0,2.0,100.0,84.0,15.2,1011.1,-13.1,0.0,N,3.0,Dingling,2014-05-05 08:00:00,0,Spring,Good
10330,2014,5,5,9,13.0,20.0,2.0,2.0,100.0,88.0,16.3,1010.8,-15.4,0.0,N,4.3,Dingling,2014-05-05 09:00:00,0,Spring,Good
10331,2014,5,5,10,15.0,5.0,2.0,2.0,100.0,91.0,17.2,1010.0,-13.6,0.0,NNW,3.2,Dingling,2014-05-05 10:00:00,0,Spring,Good
10332,2014,5,5,11,9.0,11.0,2.0,2.0,100.0,96.0,18.6,1008.9,-12.5,0.0,WNW,2.2,Dingling,2014-05-05 11:00:00,0,Spring,Good
10333,2014,5,5,12,13.0,27.0,2.0,3.0,100.0,97.0,19.6,1007.6,-11.7,0.0,NW,2.8,Dingling,2014-05-05 12:00:00,0,Spring,Good
10334,2014,5,5,13,13.0,15.0,4.0,4.0,100.0,99.0,20.3,1006.5,-11.2,0.0,NNW,3.7,Dingling,2014-05-05 13:00:00,0,Spring,Good
10335,2014,5,5,14,13.0,17.0,3.0,4.0,100.0,102.0,21.9,1005.4,-12.5,0.0,NW,3.4,Dingling,2014-05-05 14:00:00,0,Spring,Good
10336,2014,5,5,15,7.0,8.0,2.0,2.0,100.0,104.0,22.5,1004.6,-12.0,0.0,NNW,1.5,Dingling,2014-05-05 15:00:00,0,Spring,Good
10337,2014,5,5,16,8.0,8.0,2.0,2.0,100.0,105.0,20.9,1004.2,-9.6,0.0,SE,3.4,Dingling,2014-05-05 16:00:00,0,Spring,Good
10338,2014,5,5,17,11.0,33.0,2.0,5.0,100.0,107.0,20.3,1004.2,-7.2,0.0,SE,4.6,Dingling,2014-05-05 17:00:00,0,Spring,Good
10339,2014,5,5,18,20.0,63.0,2.0,21.0,100.0,106.0,18.8,1004.8,-6.1,0.0,SE,4.2,Dingling,2014-05-05 18:00:00,0,Spring,Good
10340,2014,5,5,19,23.0,85.0,3.0,21.0,100.0,112.0,18.0,1005.3,-6.0,0.0,SSE,2.3,Dingling,2014-05-05 19:00:00,0,Spring,Good
10341,2014,5,5,20,22.0,57.0,2.0,19.0,100.0,108.0,16.8,1005.8,-5.1,0.0,E,1.6,Dingling,2014-05-05 20:00:00,0,Spring,Good
10342,2014,5,5,21,22.0,49.0,2.0,19.0,100.0,93.0,15.9,1005.8,-4.7,0.0,E,1.2,Dingling,2014-05-05 21:00:00,0,Spring,Good
10343,2014,5,5,22,24.0,46.0,2.0,18.0,100.0,77.0,15.1,1005.6,-4.8,0.0,E,2.5,Dingling,2014-05-05 22:00:00,0,Spring,Good
10344,2014,5,5,23,24.0,36.0,2.0,18.0,100.0,76.0,14.3,1005.7,-5.0,0.0,NE,1.6,Dingling,2014-05-05 23:00:00,0,Spring,Good
10345,2014,5,6,0,24.0,20.0,3.0,18.0,100.0,78.0,13.6,1005.2,-5.1,0.0,ENE,1.4,Dingling,2014-05-06 00:00:00,1,Spring,Good
10346,2014,5,6,1,26.0,34.0,5.0,22.0,100.0,71.0,12.4,1004.2,-5.2,0.0,NE,2.0,Dingling,2014-05-06 01:00:00,1,Spring,Good
10347,2014,5,6,2,29.0,44.0,6.0,23.0,200.0,66.0,12.2,1004.1,-4.5,0.0,NW,1.0,Dingling,2014-05-06 02:00:00,1,Spring,Good
10348,2014,5,6,3,44.0,47.0,8.0,25.0,300.0,59.0,10.7,1003.7,-3.8,0.0,NNW,1.1,Dingling,2014-05-06 03:00:00,1,Spring,Moderate
10349,2014,5,6,4,36.0,60.0,8.0,28.0,400.0,50.0,9.4,1003.5,-3.2,0.0,NNW,0.9,Dingling,2014-05-06 04:00:00,1,Spring,Moderate
10350,2014,5,6,5,40.0,53.0,7.0,30.0,400.0,41.0,8.9,1003.2,-2.4,0.0,NW,1.7,Dingling,2014-05-06 05:00:00,1,Spring,Moderate
10351,2014,5,6,6,43.0,48.0,6.0,28.0,500.0,38.0,11.1,1002.7,-2.7,0.0,NNW,1.3,Dingling,2014-05-06 06:00:00,1,Spring,Moderate
10352,2014,5,6,7,43.0,61.0,9.0,26.0,500.0,39.0,13.7,1002.3,-2.3,0.0,W,1.1,Dingling,2014-05-06 07:00:00,1,Spring,Moderate
10353,2014,5,6,8,52.0,69.0,12.0,33.0,700.0,46.0,15.9,1001.6,-1.2,0.0,SW,0.8,Dingling,2014-05-06 08:00:00,1,Spring,Moderate
10354,2014,5,6,9,44.0,45.0,23.0,30.0,600.0,76.0,17.2,1001.1,-0.5,0.0,S,1.4,Dingling,2014-05-06 09:00:00,1,Spring,Moderate
10355,2014,5,6,10,51.0,65.0,23.0,30.0,700.0,82.0,18.2,1000.3,-0.6,0.0,SSE,2.4,Dingling,2014-05-06 10:00:00,1,Spring,Moderate
10356,2014,5,6,11,53.0,78.0,24.0,30.0,600.0,90.0,19.4,999.4,-0.1,0.0,E,2.5,Dingling,2014-05-06 11:00:00,1,Spring,Moderate
10357,2014,5,6,12,48.333333333333336,77.0,27.0,31.0,600.0,97.0,20.6,998.1,0.9,0.0,ESE,2.0,Dingling,2014-05-06 12:00:00,1,Spring,Moderate
10358,2014,5,6,13,43.666666666666664,76.0,29.0,29.0,500.0,112.0,20.2,996.9,0.6,0.0,ESE,1.6,Dingling,2014-05-06 13:00:00,1,Spring,Moderate
10359,2014,5,6,14,39.0,75.0,27.0,26.0,500.0,132.0,21.2,996.1,2.0,0.0,SSE,2.7,Dingling,2014-05-06 14:00:00,1,Spring,Moderate
10360,2014,5,6,15,72.0,78.0,27.0,25.0,500.0,148.0,20.9,995.4,2.7,0.0,E,2.6,Dingling,2014-05-06 15:00:00,1,Spring,Moderate
10361,2014,5,6,16,78.0,103.0,31.0,32.0,600.0,149.0,20.4,994.8,3.6,0.0,ESE,1.8,Dingling,2014-05-06 16:00:00,1,Spring,Unhealthy
10362,2014,5,6,17,73.0,114.0,36.0,43.0,800.0,132.0,19.9,994.7,4.4,0.0,E,1.3,Dingling,2014-05-06 17:00:00,1,Spring,Moderate
10363,2014,5,6,18,83.0,122.0,37.0,50.0,900.0,121.0,19.3,995.3,4.6,0.0,SE,0.7,Dingling,2014-05-06 18:00:00,1,Spring,Unhealthy
10364,2014,5,6,19,82.0,203.0,31.0,50.0,900.0,108.0,19.1,995.0,4.4,0.0,ESE,1.4,Dingling,2014-05-06 19:00:00,1,Spring,Unhealthy
10365,2014,5,6,20,78.0,96.0,27.0,44.0,900.0,100.0,17.8,995.0,5.0,0.0,N,1.1,Dingling,2014-05-06 20:00:00,1,Spring,Unhealthy
10366,2014,5,6,21,69.0,76.0,25.0,41.0,900.0,90.0,17.2,995.7,5.5,0.0,N,1.3,Dingling,2014-05-06 21:00:00,1,Spring,Moderate
10367,2014,5,6,22,73.0,120.0,24.0,35.0,900.0,88.0,15.5,994.5,5.7,0.0,N,1.3,Dingling,2014-05-06 22:00:00,1,Spring,Moderate
10368,2014,5,6,23,85.0,106.0,15.0,33.0,900.0,76.0,14.8,994.7,5.8,0.0,SW,1.0,Dingling,2014-05-06 23:00:00,1,Spring,Unhealthy
10369,2014,5,7,0,66.0,70.0,18.0,33.0,800.0,85.0,14.8,994.6,5.0,0.0,ESE,1.0,Dingling,2014-05-07 00:00:00,2,Spring,Moderate
10370,2014,5,7,1,76.0,63.0,14.0,26.0,800.0,78.0,13.5,994.2,4.6,0.0,N,2.0,Dingling,2014-05-07 01:00:00,2,Spring,Unhealthy
10371,2014,5,7,2,63.0,72.0,10.0,24.0,800.0,68.0,12.4,993.8,4.8,0.0,NW,0.6,Dingling,2014-05-07 02:00:00,2,Spring,Moderate
10372,2014,5,7,3,75.0,50.0,7.0,22.0,900.0,61.0,12.1,994.1,4.8,0.0,ENE,0.6,Dingling,2014-05-07 03:00:00,2,Spring,Moderate
10373,2014,5,7,4,82.0,58.0,7.0,25.0,1000.0,59.0,11.9,994.5,4.8,0.0,NW,0.9,Dingling,2014-05-07 04:00:00,2,Spring,Unhealthy
10374,2014,5,7,5,85.0,46.0,7.0,22.0,1000.0,58.0,13.0,995.7,4.7,0.0,NW,1.7,Dingling,2014-05-07 05:00:00,2,Spring,Unhealthy
10375,2014,5,7,6,97.0,169.0,11.0,20.0,1100.0,62.0,16.9,996.4,-1.3,0.0,NNW,4.1,Dingling,2014-05-07 06:00:00,2,Spring,Unhealthy
10376,2014,5,7,7,78.0,22.0,21.0,25.0,700.0,81.0,18.7,997.3,-4.7,0.0,NW,5.4,Dingling,2014-05-07 07:00:00,2,Spring,Unhealthy
10377,2014,5,7,8,30.0,5.0,2.0,6.0,100.0,87.0,19.8,997.8,-4.5,0.0,NNE,2.9,Dingling,2014-05-07 08:00:00,2,Spring,Good
10378,2014,5,7,9,27.333333333333332,11.666666666666668,2.0,6.0,100.0,92.33333333333333,21.0,997.9,-4.3,0.0,NNW,3.6,Dingling,2014-05-07 09:00:00,2,Spring,Good
10379,2014,5,7,10,24.666666666666668,18.333333333333336,2.0,6.0,100.0,97.66666666666667,22.6,998.2,-4.5,0.0,NW,4.2,Dingling,2014-05-07 10:00:00,2,Spring,Good
10380,2014,5,7,11,22.0,25.0,2.0,6.0,100.0,103.0,23.0,998.0,-4.2,0.0,WNW,6.0,Dingling,2014-05-07 11:00:00,2,Spring,Good
10381,2014,5,7,12,14.0,48.0,2.0,6.0,100.0,104.0,24.7,997.7,-5.6,0.0,WNW,4.5,Dingling,2014-05-07 12:00:00,2,Spring,Good
10382,2014,5,7,13,19.0,75.0,4.0,9.0,100.0,109.0,25.3,997.3,-6.2,0.0,WNW,5.3,Dingling,2014-05-07 13:00:00,2,Spring,Good
10383,2014,5,7,14,21.0,41.0,3.0,8.0,100.0,109.0,25.9,996.7,-6.9,0.0,NW,4.6,Dingling,2014-05-07 14:00:00,2,Spring,Good
10384,2014,5,7,15,11.0,5.0,2.0,5.0,100.0,108.0,25.5,996.9,-9.7,0.0,NNW,3.1,Dingling,2014-05-07 15:00:00,2,Spring,Good
10385,2014,5,7,16,8.0,35.0,2.0,4.0,100.0,104.0,25.3,997.5,-8.5,0.0,NNW,3.0,Dingling,2014-05-07 16:00:00,2,Spring,Good
10386,2014,5,7,17,6.0,16.0,2.0,3.0,100.0,106.0,24.5,998.4,-7.9,0.0,NNW,3.4,Dingling,2014-05-07 17:00:00,2,Spring,Good
10387,2014,5,7,18,24.0,32.0,2.0,4.0,100.0,107.0,22.9,999.4,-7.0,0.0,N,2.8,Dingling,2014-05-07 18:00:00,2,Spring,Good
10388,2014,5,7,19,33.0,28.0,2.0,4.0,100.0,105.0,21.4,1000.4,-6.3,0.0,NNE,1.8,Dingling,2014-05-07 19:00:00,2,Spring,Good
10389,2014,5,7,20,6.0,41.0,2.0,4.0,100.0,101.0,19.2,1002.0,-5.7,0.0,E,0.5,Dingling,2014-05-07 20:00:00,2,Spring,Good
10390,2014,5,7,21,14.0,30.0,2.0,5.0,100.0,96.0,18.6,1003.1,-5.5,0.0,SSE,0.4,Dingling,2014-05-07 21:00:00,2,Spring,Good
10391,2014,5,7,22,22.0,53.0,2.0,12.0,100.0,83.0,16.2,1004.5,-3.4,0.0,E,1.0,Dingling,2014-05-07 22:00:00,2,Spring,Good
10392,2014,5,7,23,42.0,104.0,2.0,21.0,100.0,61.0,14.8,1004.8,-3.6,0.0,NNW,0.9,Dingling,2014-05-07 23:00:00,2,Spring,Moderate
10393,2014,5,8,0,19.0,54.0,2.0,19.0,100.0,56.0,13.8,1005.0,-4.0,0.0,NW,1.3,Dingling,2014-05-08 00:00:00,3,Spring,Good
10394,2014,5,8,1,13.0,14.0,2.0,9.0,100.0,73.0,13.5,1005.6,-3.3,0.0,N,0.6,Dingling,2014-05-08 01:00:00,3,Spring,Good
10395,2014,5,8,2,13.0,48.0,2.0,15.0,100.0,62.0,12.0,1005.8,-3.0,0.0,NW,0.6,Dingling,2014-05-08 02:00:00,3,Spring,Good
10396,2014,5,8,3,12.0,20.0,2.0,19.0,100.0,50.0,11.7,1006.1,-1.1,0.0,NE,0.6,Dingling,2014-05-08 03:00:00,3,Spring,Good
10397,2014,5,8,4,16.0,56.0,2.0,20.0,100.0,46.0,11.3,1006.1,-2.2,0.0,NW,1.7,Dingling,2014-05-08 04:00:00,3,Spring,Good
10398,2014,5,8,5,16.0,71.0,2.0,20.0,100.0,33.0,11.1,1006.8,-1.3,0.0,NW,1.0,Dingling,2014-05-08 05:00:00,3,Spring,Good
10399,2014,5,8,6,20.0,57.0,2.0,20.0,100.0,44.0,11.6,1007.2,0.1,0.0,NNW,1.6,Dingling,2014-05-08 06:00:00,3,Spring,Good
10400,2014,5,8,7,31.0,77.0,3.0,27.0,100.0,38.0,14.6,1007.2,1.8,0.0,NNW,1.0,Dingling,2014-05-08 07:00:00,3,Spring,Good
10401,2014,5,8,8,35.0,82.0,5.0,25.0,200.0,43.0,16.3,1007.2,8.3,0.0,E,1.7,Dingling,2014-05-08 08:00:00,3,Spring,Good
10402,2014,5,8,9,55.0,178.0,8.0,23.0,400.0,70.0,18.5,1006.9,8.2,0.0,ESE,2.8,Dingling,2014-05-08 09:00:00,3,Spring,Moderate
10403,2014,5,8,10,91.0,182.0,15.0,29.0,800.0,97.0,20.1,1006.4,7.1,0.0,SE,2.6,Dingling,2014-05-08 10:00:00,3,Spring,Unhealthy
10404,2014,5,8,11,104.0,138.0,19.0,31.0,800.0,128.0,21.7,1005.1,4.3,0.0,SSE,3.0,Dingling,2014-05-08 11:00:00,3,Spring,Unhealthy
10405,2014,5,8,12,89.0,52.0,15.0,36.0,700.0,138.0,22.2,1004.4,4.3,0.0,SE,3.0,Dingling,2014-05-08 12:00:00,3,Spring,Unhealthy
10406,2014,5,8,13,57.0,5.0,12.0,20.0,400.0,154.0,22.9,1003.3,5.3,0.0,S,3.7,Dingling,2014-05-08 13:00:00,3,Spring,Moderate
10407,2014,5,8,14,48.0,71.0,11.0,13.0,400.0,174.0,22.5,1003.0,5.0,0.0,S,3.4,Dingling,2014-05-08 14:00:00,3,Spring,Moderate
10408,2014,5,8,15,61.0,75.0,11.0,13.0,400.0,179.0,21.8,1002.8,5.2,0.0,SSE,3.5,Dingling,2014-05-08 15:00:00,3,Spring,Moderate
10409,2014,5,8,16,55.0,69.0,11.0,13.0,400.0,174.0,21.7,1002.1,5.6,0.0,SE,3.2,Dingling,2014-05-08 16:00:00,3,Spring,Moderate
10410,2014,5,8,17,59.0,90.0,12.0,17.0,400.0,176.0,21.8,1002.1,4.4,0.0,S,4.3,Dingling,2014-05-08 17:00:00,3,Spring,Moderate
10411,2014,5,8,18,59.0,77.0,12.0,20.0,400.0,182.0,21.5,1002.4,4.5,0.0,SSE,2.0,Dingling,2014-05-08 18:00:00,3,Spring,Moderate
10412,2014,5,8,19,57.0,62.0,12.0,22.0,300.0,178.0,20.4,1002.8,4.4,0.0,SE,1.7,Dingling,2014-05-08 19:00:00,3,Spring,Moderate
10413,2014,5,8,20,58.0,76.0,13.0,28.0,400.0,157.0,19.6,1003.9,4.1,0.0,ESE,2.5,Dingling,2014-05-08 20:00:00,3,Spring,Moderate
10414,2014,5,8,21,65.0,68.0,21.0,37.0,700.0,127.0,18.9,1004.7,3.9,0.0,E,1.9,Dingling,2014-05-08 21:00:00,3,Spring,Moderate
10415,2014,5,8,22,56.0,78.0,19.0,30.0,500.0,125.0,18.7,1005.9,3.3,0.0,E,2.6,Dingling,2014-05-08 22:00:00,3,Spring,Moderate
10416,2014,5,8,23,54.0,30.0,17.0,27.0,200.0,121.0,18.3,1005.4,4.1,0.0,E,2.8,Dingling,2014-05-08 23:00:00,3,Spring,Moderate
10417,2014,5,9,0,49.0,96.0,17.0,29.0,300.0,116.0,17.7,1005.3,5.0,0.0,E,2.5,Dingling,2014-05-09 00:00:00,4,Spring,Moderate
10418,2014,5,9,1,50.0,79.0,19.0,27.0,400.0,118.0,17.4,1006.1,5.0,0.0,E,2.0,Dingling,2014-05-09 01:00:00,4,Spring,Moderate
10419,2014,5,9,2,52.0,77.0,19.0,22.0,300.0,120.0,17.4,1005.9,4.7,0.0,ENE,1.4,Dingling,2014-05-09 02:00:00,4,Spring,Moderate
10420,2014,5,9,3,54.0,83.0,18.0,25.0,400.0,104.0,17.4,1005.5,3.6,0.0,ESE,2.1,Dingling,2014-05-09 03:00:00,4,Spring,Moderate
10421,2014,5,9,4,53.0,78.0,17.0,24.0,400.0,102.0,17.4,1005.5,2.9,0.0,ESE,2.2,Dingling,2014-05-09 04:00:00,4,Spring,Moderate
10422,2014,5,9,5,48.0,5.0,22.0,20.0,300.0,111.0,17.1,1006.0,3.0,0.0,ENE,0.5,Dingling,2014-05-09 05:00:00,4,Spring,Moderate
10423,2014,5,9,6,44.0,51.0,34.0,26.0,700.0,99.0,17.7,1005.9,2.4,0.0,ENE,1.1,Dingling,2014-05-09 06:00:00,4,Spring,Moderate
